IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
4.239.248.70,8443,443,true,YYZ,North America,CA,Toronto,341,7.92
20.62.172.88,443,443,true,IAD,North America,US,Ashburn,442,7.91
20.228.249.211,2053,443,true,IAD,North America,US,Ashburn,400,7.87
48.217.34.120,443,443,true,IAD,North America,US,Ashburn,333,7.81
20.151.60.161,8443,443,true,YYZ,North America,CA,Toronto,220,7.78
20.200.127.8,8443,443,true,YYZ,North America,CA,Toronto,223,7.75
20.151.63.165,8443,443,true,YYZ,North America,CA,Toronto,290,7.49
104.46.101.90,8443,443,true,IAD,North America,US,Ashburn,463,7.46
20.109.23.42,443,443,true,IAD,North America,US,Ashburn,411,7.45
172.212.108.47,443,443,true,IAD,North America,US,Ashburn,230,7.44
20.151.238.192,8443,443,true,YYZ,North America,CA,Toronto,306,7.36
172.177.248.69,8443,443,true,IAD,North America,US,Ashburn,387,7.27
172.174.249.255,443,443,true,IAD,North America,US,Ashburn,263,7.08
172.200.2.241,443,443,true,IAD,North America,US,Ashburn,322,7.04
40.79.73.114,8443,443,true,IAD,North America,US,Ashburn,289,6.94
137.116.91.147,8443,443,true,IAD,North America,US,Ashburn,447,6.86
20.151.90.208,8443,443,true,YYZ,North America,CA,Toronto,300,6.67
4.248.47.209,8443,443,true,YUL,North America,CA,Montréal,316,6.44
4.152.146.110,443,443,true,IAD,North America,US,Ashburn,495,5.74
20.74.223.241,8080,443,true,MCI,North America,US,Kansas City,634,4.22
191.235.86.71,2053,443,true,GRU,South America,BR,São Paulo,337,4.18
191.235.86.71,8443,443,true,GRU,South America,BR,São Paulo,446,3.98
20.82.142.108,8443,443,true,DUB,Europe,IE,Dublin,207,3.30
20.220.204.217,443,443,true,YYZ,North America,CA,Toronto,292,0.07
20.204.43.57,80,443,false,BOM,Asia Pacific,IN,Mumbai,78,0.03
137.116.251.154,80,443,false,DUB,Europe,IE,Dublin,172,0.02
51.137.93.247,80,443,false,AMS,Europe,NL,Amsterdam,207,0.02
13.90.157.110,80,443,false,IAD,North America,US,Ashburn,240,0.02
52.226.76.91,80,443,false,IAD,North America,US,Ashburn,222,0.01
4.213.40.54,80,80,false,BOM,Asia Pacific,IN,Mumbai,66,0.00
20.48.5.180,80,80,false,NRT,Asia Pacific,JP,Tokyo,101,0.00
51.145.10.26,80,8080,false,LHR,Europe,GB,London,152,0.00
13.95.193.125,80,443,false,AMS,Europe,NL,Amsterdam,153,0.00
104.40.244.228,80,80,false,AMS,Europe,NL,Amsterdam,154,0.00
51.140.44.206,2086,2086,false,LHR,Europe,GB,London,159,0.00
51.141.162.228,80,80,false,SEA,North America,US,Seattle,161,0.00
20.58.24.221,2086,2086,false,LHR,Europe,GB,London,163,0.00
51.140.154.44,2086,2086,false,LHR,Europe,GB,London,169,0.00
20.223.196.107,80,80,false,DUB,Europe,IE,Dublin,182,0.00
40.66.63.160,80,80,false,CDG,Europe,FR,Paris,199,0.00
51.140.191.188,2086,2086,false,LHR,Europe,GB,London,209,0.00
4.255.56.138,80,80,false,IAD,North America,US,Ashburn,219,0.00
20.119.73.200,80,80,false,IAD,North America,US,Ashburn,221,0.00
172.174.249.255,80,80,false,IAD,North America,US,Ashburn,222,0.00
4.255.56.137,80,80,false,IAD,North America,US,Ashburn,224,0.00
4.182.90.213,443,443,true,FRA,Europe,DE,Frankfurt,361,0.00
172.201.76.19,443,443,true,AMS,Europe,NL,Amsterdam,414,0.00
104.40.244.228,443,443,true,AMS,Europe,NL,Amsterdam,489,0.00
4.152.146.92,443,443,true,IAD,North America,US,Ashburn,561,0.00
