IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,102,0.00
34.117.121.106,80,80,false,SIN,Asia Pacific,SG,Singapore,102,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,107,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,110,0.00
34.111.103.7,80,80,false,SIN,Asia Pacific,SG,Singapore,111,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,114,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,SG,Singapore,127,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,137,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,140,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,142,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,159,0.00
35.197.89.213,80,80,false,SEA,North America,US,Seattle,159,0.00
34.82.160.116,443,80,false,SEA,North America,US,Seattle,161,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,161,0.00
34.82.160.116,80,80,false,SEA,North America,US,Seattle,161,0.00
34.168.18.80,80,80,false,SEA,North America,US,Seattle,161,0.00
34.141.221.33,2082,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.82.160.116,443,80,false,SEA,North America,US,Seattle,163,0.00
34.82.160.116,80,80,false,SEA,North America,US,Seattle,163,0.00
34.141.248.249,2086,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.141.248.249,2083,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,165,0.00
34.141.221.33,2083,80,false,AMS,Europe,NL,Amsterdam,165,0.00
34.141.248.249,2087,80,false,AMS,Europe,NL,Amsterdam,165,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,165,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,165,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,165,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,165,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,165,0.00
34.141.221.33,2095,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.141.248.249,2052,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.141.221.33,2086,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,166,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,167,0.00
34.141.221.33,2052,80,false,AMS,Europe,NL,Amsterdam,167,0.00
34.141.248.249,2053,80,false,AMS,Europe,NL,Amsterdam,168,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,168,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,169,0.00
34.82.160.116,80,80,false,SEA,North America,US,Seattle,170,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,170,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,171,0.00
34.141.248.249,2082,80,false,AMS,Europe,NL,Amsterdam,172,0.00
34.141.221.33,2053,80,false,AMS,Europe,NL,Amsterdam,173,0.00
34.82.160.116,80,80,false,SEA,North America,US,Seattle,176,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,180,0.00
34.141.221.33,2087,80,false,AMS,Europe,NL,Amsterdam,180,0.00
35.247.124.181,80,80,false,SEA,North America,US,Seattle,180,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,182,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,183,0.00
34.141.221.33,2096,80,false,AMS,Europe,NL,Amsterdam,184,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,193,0.00
34.82.160.116,443,80,false,SEA,North America,US,Seattle,199,0.00
34.82.160.116,443,80,false,SEA,North America,US,Seattle,200,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,204,0.00
34.44.121.135,8080,80,false,ORD,North America,US,Chicago,205,0.00
34.44.121.135,8080,80,false,ORD,North America,US,Chicago,206,0.00
34.56.143.151,80,8080,false,ORD,North America,US,Chicago,207,0.00
34.56.143.151,80,8080,false,ORD,North America,US,Chicago,207,0.00
35.232.39.116,80,80,false,ORD,North America,US,Chicago,209,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,209,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,209,0.00
35.187.41.171,2083,80,false,CDG,Europe,FR,Paris,210,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,213,0.00
35.185.24.34,80,80,false,ATL,North America,US,Atlanta,218,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,219,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,219,0.00
35.188.87.85,80,8080,false,ORD,North America,US,Chicago,222,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,228,0.00
34.141.248.249,2096,80,false,AMS,Europe,NL,Amsterdam,228,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,229,0.00
104.196.221.253,80,80,false,IAD,North America,US,Ashburn,234,0.00
34.74.105.17,80,8080,false,ATL,North America,US,Atlanta,274,0.00
