IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.238.235.196,2053,80,false,SYD,Oceania,Sydney,99,0.00
54.251.118.130,2095,80,false,SIN,Asia Pacific,Singapore,102,0.00
13.238.235.196,2087,80,false,SYD,Oceania,Sydney,103,0.00
13.55.59.224,2095,80,false,SYD,Oceania,Sydney,103,0.00
54.252.91.41,2052,80,false,SYD,Oceania,Sydney,106,0.00
13.238.235.196,2082,80,false,SYD,Oceania,Sydney,106,0.00
65.0.144.242,2082,80,false,BOM,Asia Pacific,Mumbai,106,0.00
13.236.104.165,2053,80,false,SYD,Oceania,Sydney,108,0.00
13.236.104.165,2095,80,false,SYD,Oceania,Sydney,111,0.00
13.54.173.154,2096,80,false,SYD,Oceania,Sydney,113,0.00
15.165.63.136,2095,80,false,ICN,Asia Pacific,Seoul,113,0.00
54.251.118.130,2052,80,false,SIN,Asia Pacific,Singapore,115,0.00
13.54.173.154,2082,80,false,SYD,Oceania,Sydney,115,0.00
13.236.104.165,2096,80,false,SYD,Oceania,Sydney,115,0.00
13.236.104.165,2082,80,false,SYD,Oceania,Sydney,117,0.00
15.165.63.136,2052,80,false,ICN,Asia Pacific,Seoul,118,0.00
54.252.91.41,2086,80,false,SYD,Oceania,Sydney,121,0.00
65.0.144.242,2087,80,false,BOM,Asia Pacific,Mumbai,124,0.00
13.54.173.154,2095,80,false,SYD,Oceania,Sydney,128,0.00
54.252.91.41,2082,80,false,SYD,Oceania,Sydney,131,0.00
13.54.81.122,2052,80,false,SYD,Oceania,Sydney,132,0.00
54.79.10.40,2095,80,false,SYD,Oceania,Sydney,132,0.00
15.165.63.136,2053,80,false,ICN,Asia Pacific,Seoul,136,0.00
13.55.59.224,2082,80,false,SYD,Oceania,Sydney,137,0.00
54.252.91.41,2087,80,false,SYD,Oceania,Sydney,138,0.00
13.54.173.154,2053,80,false,SYD,Oceania,Sydney,139,0.00
54.251.118.130,2082,80,false,SIN,Asia Pacific,Singapore,142,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,143,0.00
13.236.104.165,2086,80,false,SYD,Oceania,Sydney,151,0.00
13.55.59.224,2086,80,false,SYD,Oceania,Sydney,158,0.00
13.55.59.224,2052,80,false,SYD,Oceania,Sydney,159,0.00
13.36.24.111,2087,80,false,CDG,Europe,Paris,160,0.00
54.79.10.40,2096,80,false,SYD,Oceania,Sydney,161,0.00
13.36.24.111,2083,80,false,CDG,Europe,Paris,161,0.00
54.251.118.130,2053,80,false,SIN,Asia Pacific,Singapore,162,0.00
15.236.182.68,443,80,false,CDG,Europe,Paris,162,0.00
54.251.118.130,2096,80,false,SIN,Asia Pacific,Singapore,162,0.00
13.36.253.240,2087,80,false,CDG,Europe,Paris,165,0.00
13.36.24.111,2096,80,false,CDG,Europe,Paris,166,0.00
13.55.59.224,2087,80,false,SYD,Oceania,Sydney,167,0.00
13.238.235.196,2095,80,false,SYD,Oceania,Sydney,167,0.00
13.215.80.221,2083,80,false,SIN,Asia Pacific,Singapore,168,0.00
54.194.162.247,80,80,false,DUB,Europe,Dublin,169,0.00
13.54.173.154,2052,80,false,SYD,Oceania,Sydney,170,0.00
13.209.166.73,80,8080,false,ICN,Asia Pacific,Seoul,170,0.00
54.216.89.4,2052,80,false,DUB,Europe,Dublin,170,0.00
54.251.118.130,2083,80,false,SIN,Asia Pacific,Singapore,170,0.00
13.36.63.124,2082,80,false,CDG,Europe,Paris,171,0.00
13.36.162.145,2083,80,false,CDG,Europe,Paris,172,0.00
157.175.188.0,8443,443,true,MRS,Europe,Marseille,172,0.00
13.36.162.145,2095,80,false,CDG,Europe,Paris,173,0.00
13.54.173.154,2083,80,false,SYD,Oceania,Sydney,173,0.00
13.36.63.124,2096,80,false,CDG,Europe,Paris,174,0.00
99.80.238.19,2082,80,false,DUB,Europe,Dublin,176,0.00
13.36.63.124,2087,80,false,CDG,Europe,Paris,176,0.00
13.36.24.111,2095,80,false,CDG,Europe,Paris,176,0.00
15.161.186.110,2096,80,false,MXP,Europe,Milan,177,0.00
13.36.162.145,2086,80,false,CDG,Europe,Paris,177,0.00
79.125.15.17,2053,80,false,DUB,Europe,Dublin,177,0.00
15.161.40.69,2083,80,false,MXP,Europe,Milan,178,0.00
13.54.173.154,2086,80,false,SYD,Oceania,Sydney,178,0.00
13.36.162.145,2087,80,false,CDG,Europe,Paris,179,0.00
15.161.74.249,2087,80,false,MXP,Europe,Milan,179,0.00
15.160.15.255,2053,80,false,MXP,Europe,Milan,179,0.00
15.161.74.249,2096,80,false,MXP,Europe,Milan,179,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,Tokyo,179,0.00
13.55.59.224,2096,80,false,SYD,Oceania,Sydney,179,0.00
13.55.59.224,2083,80,false,SYD,Oceania,Sydney,179,0.00
13.36.253.240,2083,80,false,CDG,Europe,Paris,180,0.00
13.36.24.111,2082,80,false,CDG,Europe,Paris,180,0.00
15.160.15.101,2095,80,false,MXP,Europe,Milan,181,0.00
15.160.250.170,2052,80,false,MXP,Europe,Milan,182,0.00
15.161.40.69,2086,80,false,MXP,Europe,Milan,182,0.00
13.36.253.240,2053,80,false,CDG,Europe,Paris,182,0.00
15.161.74.249,2052,80,false,MXP,Europe,Milan,182,0.00
54.216.89.4,2053,80,false,DUB,Europe,Dublin,183,0.00
13.54.173.154,2087,80,false,SYD,Oceania,Sydney,183,0.00
15.160.80.28,2083,80,false,MXP,Europe,Milan,184,0.00
13.36.162.145,2052,80,false,CDG,Europe,Paris,184,0.00
15.160.250.170,2086,80,false,MXP,Europe,Milan,185,0.00
15.160.250.170,2053,80,false,MXP,Europe,Milan,185,0.00
13.36.162.145,2053,80,false,CDG,Europe,Paris,185,0.00
15.161.40.69,2087,80,false,MXP,Europe,Milan,185,0.00
13.36.63.124,2083,80,false,CDG,Europe,Paris,186,0.00
13.215.80.221,2095,80,false,SIN,Asia Pacific,Singapore,188,0.00
15.160.250.170,2082,80,false,MXP,Europe,Milan,189,0.00
15.161.119.140,2096,80,false,MXP,Europe,Milan,189,0.00
13.36.253.240,2086,80,false,CDG,Europe,Paris,190,0.00
15.161.119.140,2052,80,false,MXP,Europe,Milan,190,0.00
15.160.252.181,2086,80,false,MXP,Europe,Milan,190,0.00
13.53.47.110,2052,80,false,ARN,Europe,Stockholm,190,0.00
13.238.235.196,2083,80,false,SYD,Oceania,Sydney,190,0.00
13.48.36.215,2053,80,false,ARN,Europe,Stockholm,190,0.00
15.161.119.140,2083,80,false,MXP,Europe,Milan,190,0.00
13.48.140.41,2052,80,false,ARN,Europe,Stockholm,190,0.00
13.49.119.167,2095,80,false,ARN,Europe,Stockholm,191,0.00
15.160.252.181,2096,80,false,MXP,Europe,Milan,191,0.00
15.161.186.110,2082,80,false,MXP,Europe,Milan,191,0.00
13.36.162.145,2082,80,false,CDG,Europe,Paris,191,0.00
15.161.119.140,2086,80,false,MXP,Europe,Milan,192,0.00
15.160.19.149,2083,80,false,MXP,Europe,Milan,192,0.00
13.48.140.41,2053,80,false,ARN,Europe,Stockholm,192,0.00
54.252.91.41,2095,80,false,SYD,Oceania,Sydney,193,0.00
15.161.40.69,2095,80,false,MXP,Europe,Milan,193,0.00
13.49.119.167,2053,80,false,ARN,Europe,Stockholm,193,0.00
15.160.14.66,2086,80,false,MXP,Europe,Milan,193,0.00
13.53.47.110,2082,80,false,ARN,Europe,Stockholm,193,0.00
15.160.252.181,2082,80,false,MXP,Europe,Milan,194,0.00
15.160.15.101,2082,80,false,MXP,Europe,Milan,194,0.00
13.36.253.240,2096,80,false,CDG,Europe,Paris,194,0.00
13.49.119.167,2083,80,false,ARN,Europe,Stockholm,194,0.00
163.123.174.42,2083,80,false,PDX,North America,Portland,195,0.00
15.160.14.66,2082,80,false,MXP,Europe,Milan,195,0.00
13.49.119.167,2087,80,false,ARN,Europe,Stockholm,195,0.00
163.123.174.24,2087,80,false,PDX,North America,Portland,195,0.00
13.48.36.215,2082,80,false,ARN,Europe,Stockholm,196,0.00
99.80.238.19,2096,80,false,DUB,Europe,Dublin,196,0.00
13.51.138.200,2086,80,false,ARN,Europe,Stockholm,196,0.00
163.123.174.217,2053,80,false,PDX,North America,Portland,196,0.00
163.123.174.59,2053,80,false,PDX,North America,Portland,197,0.00
15.161.119.140,2082,80,false,MXP,Europe,Milan,197,0.00
163.123.174.217,2086,80,false,PDX,North America,Portland,198,0.00
15.160.252.181,2087,80,false,MXP,Europe,Milan,198,0.00
163.123.174.16,2052,80,false,PDX,North America,Portland,198,0.00
163.123.174.205,2052,80,false,PDX,North America,Portland,198,0.00
163.123.174.217,2096,80,false,PDX,North America,Portland,198,0.00
13.48.36.215,2095,80,false,ARN,Europe,Stockholm,198,0.00
163.123.174.225,2096,80,false,PDX,North America,Portland,198,0.00
163.123.174.23,2095,80,false,PDX,North America,Portland,198,0.00
163.123.174.214,2095,80,false,PDX,North America,Portland,198,0.00
163.123.174.217,2052,80,false,PDX,North America,Portland,199,0.00
15.161.186.110,2053,80,false,MXP,Europe,Milan,199,0.00
15.161.215.18,2053,80,false,MXP,Europe,Milan,199,0.00
13.236.104.165,2087,80,false,SYD,Oceania,Sydney,199,0.00
13.51.138.200,2096,80,false,ARN,Europe,Stockholm,199,0.00
163.123.174.219,2086,80,false,PDX,North America,Portland,200,0.00
163.123.174.50,2083,80,false,PDX,North America,Portland,200,0.00
163.123.174.214,2087,80,false,PDX,North America,Portland,200,0.00
163.123.174.23,2096,80,false,PDX,North America,Portland,200,0.00
163.123.174.217,2087,80,false,PDX,North America,Portland,200,0.00
163.123.174.42,2053,80,false,PDX,North America,Portland,200,0.00
163.123.174.42,2095,80,false,PDX,North America,Portland,200,0.00
163.123.174.42,2082,80,false,PDX,North America,Portland,200,0.00
13.36.253.240,2052,80,false,CDG,Europe,Paris,200,0.00
163.123.174.36,2082,80,false,PDX,North America,Portland,200,0.00
163.123.174.205,2083,80,false,PDX,North America,Portland,201,0.00
163.123.174.17,2082,80,false,PDX,North America,Portland,201,0.00
163.123.174.23,2052,80,false,PDX,North America,Portland,201,0.00
163.123.174.17,2083,80,false,PDX,North America,Portland,201,0.00
13.48.140.41,2096,80,false,ARN,Europe,Stockholm,201,0.00
163.123.174.36,2053,80,false,PDX,North America,Portland,201,0.00
163.123.174.36,2083,80,false,PDX,North America,Portland,201,0.00
13.37.165.175,2053,80,false,CDG,Europe,Paris,201,0.00
13.48.140.41,2087,80,false,ARN,Europe,Stockholm,202,0.00
15.161.40.69,2082,80,false,MXP,Europe,Milan,202,0.00
54.251.118.130,2086,80,false,SIN,Asia Pacific,Singapore,202,0.00
163.123.174.253,2082,80,false,PDX,North America,Portland,202,0.00
163.123.174.16,2087,80,false,PDX,North America,Portland,202,0.00
13.49.119.167,2052,80,false,ARN,Europe,Stockholm,203,0.00
163.123.174.51,2086,80,false,PDX,North America,Portland,203,0.00
163.123.174.205,2096,80,false,PDX,North America,Portland,203,0.00
163.123.174.249,2053,80,false,PDX,North America,Portland,203,0.00
163.123.174.23,2082,80,false,PDX,North America,Portland,203,0.00
54.245.43.56,443,443,true,SJC,North America,San Jose,203,0.00
163.123.174.59,2087,80,false,PDX,North America,Portland,203,0.00
163.123.174.219,2095,80,false,PDX,North America,Portland,203,0.00
15.160.19.149,2053,80,false,MXP,Europe,Milan,203,0.00
163.123.174.219,2082,80,false,PDX,North America,Portland,203,0.00
163.123.174.252,2096,80,false,PDX,North America,Portland,204,0.00
163.123.174.59,2095,80,false,PDX,North America,Portland,204,0.00
163.123.174.248,2053,80,false,PDX,North America,Portland,204,0.00
163.123.174.16,2086,80,false,PDX,North America,Portland,204,0.00
163.123.174.217,2083,80,false,PDX,North America,Portland,204,0.00
163.123.174.219,2087,80,false,PDX,North America,Portland,204,0.00
163.123.174.16,2053,80,false,PDX,North America,Portland,204,0.00
163.123.174.50,2095,80,false,PDX,North America,Portland,204,0.00
163.123.174.42,2087,80,false,PDX,North America,Portland,204,0.00
163.123.174.232,2087,80,false,PDX,North America,Portland,204,0.00
163.123.174.205,2053,80,false,PDX,North America,Portland,204,0.00
163.123.174.59,2052,80,false,PDX,North America,Portland,204,0.00
15.161.74.249,2083,80,false,MXP,Europe,Milan,204,0.00
163.123.174.50,2087,80,false,PDX,North America,Portland,205,0.00
163.123.174.17,2087,80,false,PDX,North America,Portland,205,0.00
163.123.174.201,2053,80,false,PDX,North America,Portland,205,0.00
163.123.174.232,2096,80,false,PDX,North America,Portland,205,0.00
163.123.174.217,2082,80,false,PDX,North America,Portland,206,0.00
13.53.47.110,2096,80,false,ARN,Europe,Stockholm,206,0.00
163.123.174.36,2052,80,false,PDX,North America,Portland,206,0.00
13.48.140.41,2082,80,false,ARN,Europe,Stockholm,206,0.00
13.48.36.215,2052,80,false,ARN,Europe,Stockholm,207,0.00
13.48.36.215,2096,80,false,ARN,Europe,Stockholm,207,0.00
163.123.174.42,2096,80,false,PDX,North America,Portland,207,0.00
15.160.250.170,2096,80,false,MXP,Europe,Milan,207,0.00
15.160.250.170,2087,80,false,MXP,Europe,Milan,207,0.00
163.123.174.214,2096,80,false,PDX,North America,Portland,208,0.00
163.123.174.219,2096,80,false,PDX,North America,Portland,208,0.00
15.160.15.101,2087,80,false,MXP,Europe,Milan,208,0.00
13.48.140.41,2095,80,false,ARN,Europe,Stockholm,209,0.00
163.123.174.23,2053,80,false,PDX,North America,Portland,209,0.00
163.123.174.210,2086,80,false,PDX,North America,Portland,209,0.00
163.123.174.219,2053,80,false,PDX,North America,Portland,210,0.00
15.160.14.66,2052,80,false,MXP,Europe,Milan,210,0.00
163.123.174.42,2086,80,false,PDX,North America,Portland,210,0.00
163.123.174.16,2096,80,false,PDX,North America,Portland,210,0.00
13.49.119.167,2082,80,false,ARN,Europe,Stockholm,210,0.00
163.123.174.236,2053,80,false,PDX,North America,Portland,211,0.00
15.160.19.149,2095,80,false,MXP,Europe,Milan,211,0.00
163.123.174.36,2096,80,false,PDX,North America,Portland,211,0.00
163.123.174.219,2052,80,false,PDX,North America,Portland,211,0.00
13.237.94.188,2096,80,false,SYD,Oceania,Sydney,211,0.00
163.123.174.205,2087,80,false,PDX,North America,Portland,211,0.00
163.123.174.17,2096,80,false,PDX,North America,Portland,212,0.00
163.123.174.219,2083,80,false,PDX,North America,Portland,212,0.00
163.123.174.17,2095,80,false,PDX,North America,Portland,212,0.00
13.49.119.167,2086,80,false,ARN,Europe,Stockholm,212,0.00
15.160.80.28,2053,80,false,MXP,Europe,Milan,212,0.00
163.123.174.252,2086,80,false,PDX,North America,Portland,212,0.00
163.123.174.225,2053,80,false,PDX,North America,Portland,213,0.00
163.123.174.225,2052,80,false,PDX,North America,Portland,214,0.00
163.123.174.252,2053,80,false,PDX,North America,Portland,214,0.00
54.252.91.41,2096,80,false,SYD,Oceania,Sydney,215,0.00
163.123.174.16,2095,80,false,PDX,North America,Portland,215,0.00
13.36.63.124,2086,80,false,CDG,Europe,Paris,216,0.00
15.161.119.140,2087,80,false,MXP,Europe,Milan,217,0.00
163.123.174.205,2082,80,false,PDX,North America,Portland,218,0.00
13.36.162.145,2096,80,false,CDG,Europe,Paris,219,0.00
13.48.36.215,2083,80,false,ARN,Europe,Stockholm,219,0.00
15.160.14.66,2095,80,false,MXP,Europe,Milan,219,0.00
13.36.253.240,2082,80,false,CDG,Europe,Paris,220,0.00
13.48.36.215,2086,80,false,ARN,Europe,Stockholm,220,0.00
15.160.19.149,2082,80,false,MXP,Europe,Milan,221,0.00
15.161.216.233,2053,80,false,MXP,Europe,Milan,222,0.00
15.161.186.110,2087,80,false,MXP,Europe,Milan,222,0.00
15.160.19.149,2087,80,false,MXP,Europe,Milan,222,0.00
13.48.140.41,2083,80,false,ARN,Europe,Stockholm,222,0.00
15.161.215.18,2052,80,false,MXP,Europe,Milan,223,0.00
15.160.14.66,2087,80,false,MXP,Europe,Milan,225,0.00
15.161.74.249,2082,80,false,MXP,Europe,Milan,226,0.00
13.36.63.124,2095,80,false,CDG,Europe,Paris,226,0.00
13.48.36.215,2087,80,false,ARN,Europe,Stockholm,227,0.00
3.28.184.12,8443,80,false,MRS,Europe,Marseille,227,0.00
13.60.118.132,2053,443,true,ARN,Europe,Stockholm,228,0.00
15.160.15.255,2087,80,false,MXP,Europe,Milan,228,0.00
15.160.15.255,2086,80,false,MXP,Europe,Milan,231,0.00
15.160.19.149,2096,80,false,MXP,Europe,Milan,231,0.00
13.237.94.188,2095,80,false,SYD,Oceania,Sydney,232,0.00
15.161.119.140,2095,80,false,MXP,Europe,Milan,232,0.00
15.160.80.28,2052,80,false,MXP,Europe,Milan,232,0.00
15.160.15.255,2095,80,false,MXP,Europe,Milan,233,0.00
13.53.47.110,2095,80,false,ARN,Europe,Stockholm,237,0.00
15.160.15.101,2096,80,false,MXP,Europe,Milan,237,0.00
15.161.186.110,2086,80,false,MXP,Europe,Milan,237,0.00
13.36.63.124,2052,80,false,CDG,Europe,Paris,238,0.00
15.160.250.170,2083,80,false,MXP,Europe,Milan,239,0.00
15.161.74.249,2053,80,false,MXP,Europe,Milan,240,0.00
15.161.74.249,2086,80,false,MXP,Europe,Milan,240,0.00
15.161.186.110,2083,80,false,MXP,Europe,Milan,242,0.00
99.80.238.19,2087,80,false,DUB,Europe,Dublin,242,0.00
15.236.165.53,443,80,false,CDG,Europe,Paris,242,0.00
54.238.236.4,8080,80,false,NRT,Asia Pacific,Tokyo,243,0.00
15.160.80.28,2096,80,false,MXP,Europe,Milan,244,0.00
15.161.40.69,2052,80,false,MXP,Europe,Milan,244,0.00
13.36.24.111,2052,80,false,CDG,Europe,Paris,245,0.00
15.160.14.66,2053,80,false,MXP,Europe,Milan,247,0.00
15.160.15.101,2083,80,false,MXP,Europe,Milan,247,0.00
99.80.238.19,2083,80,false,DUB,Europe,Dublin,247,0.00
15.160.252.181,2053,80,false,MXP,Europe,Milan,248,0.00
13.237.94.188,2052,80,false,SYD,Oceania,Sydney,249,0.00
13.49.119.167,2096,80,false,ARN,Europe,Stockholm,250,0.00
15.160.80.28,2095,80,false,MXP,Europe,Milan,251,0.00
15.160.15.255,2082,80,false,MXP,Europe,Milan,251,0.00
15.161.40.69,2096,80,false,MXP,Europe,Milan,251,0.00
15.160.15.101,2053,80,false,MXP,Europe,Milan,252,0.00
54.150.91.84,443,443,true,NRT,Asia Pacific,Tokyo,253,0.00
13.237.94.188,2053,80,false,SYD,Oceania,Sydney,253,0.00
13.39.231.83,443,80,false,CDG,Europe,Paris,254,0.00
15.161.215.18,2095,80,false,MXP,Europe,Milan,254,0.00
13.36.24.111,2086,80,false,CDG,Europe,Paris,255,0.00
15.160.252.181,2052,80,false,MXP,Europe,Milan,255,0.00
15.160.19.149,2086,80,false,MXP,Europe,Milan,255,0.00
15.160.15.255,2096,80,false,MXP,Europe,Milan,255,0.00
15.160.15.101,2086,80,false,MXP,Europe,Milan,256,0.00
15.160.14.66,2083,80,false,MXP,Europe,Milan,258,0.00
15.160.252.181,2095,80,false,MXP,Europe,Milan,258,0.00
15.161.74.249,2095,80,false,MXP,Europe,Milan,259,0.00
13.53.47.110,2083,80,false,ARN,Europe,Stockholm,261,0.00
15.160.250.170,2095,80,false,MXP,Europe,Milan,262,0.00
15.161.186.110,2095,80,false,MXP,Europe,Milan,263,0.00
13.53.47.110,2087,80,false,ARN,Europe,Stockholm,263,0.00
13.53.47.110,2086,80,false,ARN,Europe,Stockholm,263,0.00
99.80.238.19,2053,80,false,DUB,Europe,Dublin,266,0.00
13.36.63.124,2053,80,false,CDG,Europe,Paris,266,0.00
79.125.15.17,2052,80,false,DUB,Europe,Dublin,266,0.00
54.252.91.41,2083,80,false,SYD,Oceania,Sydney,268,0.00
13.51.138.200,2095,80,false,ARN,Europe,Stockholm,273,0.00
13.230.34.30,80,80,false,NRT,Asia Pacific,Tokyo,275,0.00
15.160.19.149,2052,80,false,MXP,Europe,Milan,278,0.00
15.161.119.140,2053,80,false,MXP,Europe,Milan,278,0.00
13.215.80.221,2082,80,false,SIN,Asia Pacific,Singapore,279,0.00
15.161.40.69,2053,80,false,MXP,Europe,Milan,280,0.00
99.80.238.19,2052,80,false,DUB,Europe,Dublin,280,0.00
13.237.94.188,2082,80,false,SYD,Oceania,Sydney,284,0.00
13.51.138.200,2083,80,false,ARN,Europe,Stockholm,285,0.00
15.160.252.181,2083,80,false,MXP,Europe,Milan,289,0.00
15.161.216.233,2087,80,false,MXP,Europe,Milan,290,0.00
15.161.216.233,2096,80,false,MXP,Europe,Milan,292,0.00
13.237.94.188,2087,80,false,SYD,Oceania,Sydney,294,0.00
99.80.238.19,2086,80,false,DUB,Europe,Dublin,297,0.00
15.161.215.18,2083,80,false,MXP,Europe,Milan,299,0.00
15.160.15.255,2083,80,false,MXP,Europe,Milan,303,0.00
13.246.85.121,2086,80,false,CPT,Africa,Cape Town,305,0.00
13.245.152.196,2095,80,false,CPT,Africa,Cape Town,305,0.00
13.246.85.121,2095,80,false,CPT,Africa,Cape Town,305,0.00
13.215.80.221,2086,80,false,SIN,Asia Pacific,Singapore,308,0.00
15.161.215.18,2096,80,false,MXP,Europe,Milan,310,0.00
13.246.85.121,2083,80,false,CPT,Africa,Cape Town,310,0.00
15.160.80.28,2082,80,false,MXP,Europe,Milan,310,0.00
13.245.152.196,2096,80,false,CPT,Africa,Cape Town,312,0.00
13.51.138.200,2053,80,false,ARN,Europe,Stockholm,312,0.00
15.160.14.66,2096,80,false,MXP,Europe,Milan,312,0.00
13.245.152.196,2086,80,false,CPT,Africa,Cape Town,313,0.00
15.161.216.233,2083,80,false,MXP,Europe,Milan,318,0.00
13.246.85.121,2096,80,false,CPT,Africa,Cape Town,320,0.00
13.245.152.196,2082,80,false,CPT,Africa,Cape Town,321,0.00
13.245.152.196,2053,80,false,CPT,Africa,Cape Town,321,0.00
13.246.85.121,2052,80,false,CPT,Africa,Cape Town,323,0.00
15.161.216.233,2052,80,false,MXP,Europe,Milan,325,0.00
13.237.94.188,2083,80,false,SYD,Oceania,Sydney,327,0.00
13.51.138.200,2082,80,false,ARN,Europe,Stockholm,330,0.00
15.160.15.101,2052,80,false,MXP,Europe,Milan,331,0.00
15.160.15.255,2052,80,false,MXP,Europe,Milan,333,0.00
54.207.253.122,2095,80,false,GRU,South America,São Paulo,334,0.00
54.207.211.29,2086,80,false,GRU,South America,São Paulo,342,0.00
13.237.94.188,2086,80,false,SYD,Oceania,Sydney,343,0.00
15.161.215.18,2087,80,false,MXP,Europe,Milan,348,0.00
54.94.181.99,2087,80,false,GRU,South America,São Paulo,350,0.00
15.161.216.233,2086,80,false,MXP,Europe,Milan,354,0.00
54.207.211.29,2087,80,false,GRU,South America,São Paulo,354,0.00
54.207.253.122,2087,80,false,GRU,South America,São Paulo,355,0.00
54.207.211.29,2096,80,false,GRU,South America,São Paulo,359,0.00
51.20.111.244,2096,443,true,AMS,Europe,Amsterdam,363,0.00
54.216.40.130,8443,443,true,DUB,Europe,Dublin,364,0.00
13.53.47.110,2053,80,false,ARN,Europe,Stockholm,368,0.00
54.207.253.122,2083,80,false,GRU,South America,São Paulo,372,0.00
13.246.85.121,2082,80,false,CPT,Africa,Cape Town,375,0.00
13.38.90.33,443,443,true,AMS,Europe,Amsterdam,388,0.00
13.246.85.121,2087,80,false,CPT,Africa,Cape Town,390,0.00
15.161.216.233,2082,80,false,MXP,Europe,Milan,390,0.00
54.251.118.130,2087,80,false,SIN,Asia Pacific,Singapore,390,0.00
13.246.85.121,2053,80,false,CPT,Africa,Cape Town,404,0.00
54.207.234.93,80,80,false,GRU,South America,São Paulo,415,0.00
15.161.215.18,2082,80,false,MXP,Europe,Milan,420,0.00
15.161.216.233,2095,80,false,MXP,Europe,Milan,421,0.00
